uid,title_fr,description_fr,longdescription_fr,location_city,location_department,location_postalcode,firstdate_begin,lastdate_end,text_to_embed
2112448,Pièce de théâtre « La grande route »,Représentation théâtrale *La grande route* d’Anton Tchekhov,"<p>« La grande route » d’Anton Tchekhov, par la compagnie de théâtre ""Néo-bachique"". Mise en scène par Gregorio Paz Iriarte.<br>Le spectacle « La Grande Route » propose une traversée sensible et philosophique de l’univers de Tchekhov. En mêlant sa pièce en un acte, « « Sur la grand’route » (1884), à des extraits de ses nouvelles « La Fortune » et « Le Pipeau », nous assistons aux divagations de deux bergers au fin fond de la Russie, qui viennent interrompre la vie de l’auberge de Tisha, accueillant pèlerins, ivrognes et brigands qui trainent sur la grande route, mais aussi Savva, vieux pèlerin qui, dans son état de demi-somnolence illuminée, songe à sa jeunesse de jeune pâtre.<br>""Il fait noir… On entend le vent gémir, comme s’il pleurait… Et nous, pauvres âmes perdues, nous marchons sans but sur cette grande route"" (Anton Tchekhov)<br>Pièce de théâtre donnée en plein air, dans l'emprise du chemin rampant, depuis l'entrée du site en direction de l'église.</p>",Paris,Paris,75019,2025-09-21T17:00:00+00:00,2025-09-21T19:00:00+00:00,"Titre: Pièce de théâtre « La grande route »
Lieu: Paris (Paris)
Date: du 2025-09-21T17:00:00+00:00 au 2025-09-21T19:00:00+00:00
Description: « La grande route » d’Anton Tchekhov, par la compagnie de théâtre ""Néo-bachique"". Mise en scène par Gregorio Paz Iriarte.
Le spectacle « La Grande Route » propose une traversée sensible et philosophique de l’univers de Tchekhov. En mêlant sa pièce en un acte, « « Sur la grand’route » (1884), à des extraits de ses nouvelles « La Fortune » et « Le Pipeau », nous assistons aux divagations de deux bergers au fin fond de la Russie, qui viennent interrompre la vie de l’auberge de Tisha, accueillant pèlerins, ivrognes et brigands qui trainent sur la grande route, mais aussi Savva, vieux pèlerin qui, dans son état de demi-somnolence illuminée, songe à sa jeunesse de jeune pâtre.
""Il fait noir… On entend le vent gémir, comme s’il pleurait… Et nous, pauvres âmes perdues, nous marchons sans but sur cette grande route"" (Anton Tchekhov)
Pièce de théâtre donnée en plein air, dans l'emprise du chemin rampant, depuis l'entrée du site en direction de l'église."
30456647,"Exposition du concours ""Rêver la Cité"" à la Fondation Hellénique","Exposition ""Rêver la Cité""","<p>Exposition du concours ""Rêver la Cité"" qui a invité cet été les résidents et les alumni à réfléchir sur la Cité idéale dans toutes ses échelles et expressions, depuis le mobilier jusqu’au parc, en passant par la chambre et la maison.</p>",Paris,Paris,75014,2025-09-20T08:00:00+00:00,2025-09-21T17:00:00+00:00,"Titre: Exposition du concours ""Rêver la Cité"" à la Fondation Hellénique
Lieu: Paris (Paris)
Date: du 2025-09-20T08:00:00+00:00 au 2025-09-21T17:00:00+00:00
Description: Exposition du concours ""Rêver la Cité"" qui a invité cet été les résidents et les alumni à réfléchir sur la Cité idéale dans toutes ses échelles et expressions, depuis le mobilier jusqu’au parc, en passant par la chambre et la maison."
41928534,Duo Nuphéar - Concert au Festival du Saule,(1h00) DUO NUPHÉAR,"<p>(1h00) <a href=""https://www.instagram.com/duonuphear"">DUO NUPHÉAR</a><br><strong>Flûte</strong> : Aurianne Bec<br><strong>Guitare</strong> : Maxime Vergnol</p>
<p>Le duo Nuphéar, c’est une flûte et une guitare qui lovent tes ouïes dans un mouchoir de feutre et de dentelle aux petits oignons. Entre classique, jazz et musique irlandaise, il te fait voyager aux sons de Bartok et de Fauré, bouger la tête avec Piazzolla et Chick Corea et jiguer en tapant du pied ! Souple et versatile dans son jeu, il t’embarque toujours là où tu ne pensais pas aller, mais où tu es drôlement content d’atterrir.<br>À découvrir pendant le <a href=""https://www.atea.info/festival-du-saule/festival-du-saule-2025/"">Festival du saule</a> !</p>",Paris,,75012,2025-09-20T13:00:00+00:00,2025-09-20T16:00:00+00:00,"Titre: Duo Nuphéar - Concert au Festival du Saule
Lieu: Paris (nan)
Date: du 2025-09-20T13:00:00+00:00 au 2025-09-20T16:00:00+00:00
Description: (1h00) <a href=""https://www.instagram.com/duonuphear"">DUO NUPHÉAR</a>
<strong>Flûte</strong> : Aurianne Bec
<strong>Guitare</strong> : Maxime Vergnol
Le duo Nuphéar, c’est une flûte et une guitare qui lovent tes ouïes dans un mouchoir de feutre et de dentelle aux petits oignons. Entre classique, jazz et musique irlandaise, il te fait voyager aux sons de Bartok et de Fauré, bouger la tête avec Piazzolla et Chick Corea et jiguer en tapant du pied ! Souple et versatile dans son jeu, il t’embarque toujours là où tu ne pensais pas aller, mais où tu es drôlement content d’atterrir.
À découvrir pendant le <a href=""https://www.atea.info/festival-du-saule/festival-du-saule-2025/"">Festival du saule</a> !"
6819999,"Patrice Alexandre, un sculpteur au Jardin des Plantes",Exposition de sculptures,"<p>Le sculpteur <strong>Patrice Alexandre</strong> a choisi en 1989 les pentes du Grand Labyrinthe du Jardin des plantes pour installer son <em>Hommage à Saint-John Perse</em>.<br>Il revient au Jardin en 2025 pour un dialogue inédit entre avec les sculptures d'animaux de <strong>François Pompon</strong> conservées à la Bibliothèque centrale du Muséum. Hippopotame, hibou grand-duc, lapins, ours, éléphant : les figures familières des animaux Art déco de Pompon s’animent face aux sculptures contemporaines en terre cuite de <strong>Patrice Alexandre</strong>.</p>",Paris,Paris,75005,2025-09-20T12:00:00+00:00,2025-09-21T17:00:00+00:00,"Titre: Patrice Alexandre, un sculpteur au Jardin des Plantes
Lieu: Paris (Paris)
Date: du 2025-09-20T12:00:00+00:00 au 2025-09-21T17:00:00+00:00
Description: Le sculpteur <strong>Patrice Alexandre</strong> a choisi en 1989 les pentes du Grand Labyrinthe du Jardin des plantes pour installer son <em>Hommage à Saint-John Perse</em>.
Il revient au Jardin en 2025 pour un dialogue inédit entre avec les sculptures d'animaux de <strong>François Pompon</strong> conservées à la Bibliothèque centrale du Muséum. Hippopotame, hibou grand-duc, lapins, ours, éléphant : les figures familières des animaux Art déco de Pompon s’animent face aux sculptures contemporaines en terre cuite de <strong>Patrice Alexandre</strong>."
11954302,Ouverture exceptionnelle de l'Hôtel Pereire,Visite libre,"<p>À l’occasion des Journées européennes du patrimoine 2025, la Fondation Del Duca invite le public à découvrir l’univers singulier de cette grande institution culturelle. Installée dans l’élégant Hôtel Pereire, la Fondation ouvre exceptionnellement ses portes en accès libre. Une médiation sur place permettra de mieux comprendre ses missions, son histoire et le rôle essentiel qu’elle joue dans le soutien à la recherche, à la création et à la transmission des savoirs. En parallèle, l’exposition 50 fois Del Duca présentera cinquante portraits en noir et blanc du couple Del Duca, ce parcours photographique célèbre l’héritage d’un duo de mécènes et met en lumière la vitalité de la Fondation dans le paysage culturel français.<br>Venez découvrir ce lieu au patrimoine culturel, artistique et historique riche.</p>",Paris,75008,75008,2025-09-20T07:00:00+00:00,2025-09-21T15:00:00+00:00,"Titre: Ouverture exceptionnelle de l'Hôtel Pereire
Lieu: Paris (75008)
Date: du 2025-09-20T07:00:00+00:00 au 2025-09-21T15:00:00+00:00
Description: À l’occasion des Journées européennes du patrimoine 2025, la Fondation Del Duca invite le public à découvrir l’univers singulier de cette grande institution culturelle. Installée dans l’élégant Hôtel Pereire, la Fondation ouvre exceptionnellement ses portes en accès libre. Une médiation sur place permettra de mieux comprendre ses missions, son histoire et le rôle essentiel qu’elle joue dans le soutien à la recherche, à la création et à la transmission des savoirs. En parallèle, l’exposition 50 fois Del Duca présentera cinquante portraits en noir et blanc du couple Del Duca, ce parcours photographique célèbre l’héritage d’un duo de mécènes et met en lumière la vitalité de la Fondation dans le paysage culturel français.
Venez découvrir ce lieu au patrimoine culturel, artistique et historique riche."
81125903,Découverte de l'Hôtel de Clermont,"L’Hôtel de Clermont est l’un des plus anciens hôtels particuliers du « Noble Faubourg », quartier qui naît au début du XVIIIe siècle sur les terres de l’abbaye de Saint-Germain-des-Prés, près des à …","<p>L’Hôtel de Clermont est l’un des plus anciens hôtels particuliers du « Noble Faubourg », quartier qui naît au début du XVIIIe siècle sur les terres de l’abbaye de Saint-Germain-des-Prés, près des Invalides. Joyau architectural édifié à partir de 1708 par Alexandre Le Blond pour la comtesse de Clermont-Lodève, il accueille dans la seconde partie du XVIIIe siècle la collection d’art du comte Grimod d’Orsay, une des plus belles jamais réalisées. Largement remanié sous le 2nd Empire par l’architecte Louis Visconti, futur créateur du tombeau de Napoléon aux Invalides, l’hôtel sera réquisitionné par l’État en novembre 1944 puis acquis auprès de la famille Costa de Beauregard en 1947. Il accueille depuis des services de l’État. Il est aujourd’hui le siège du ministère des Relations avec le Parlement et de la Participation citoyenne.<br>Accès: M13 Varenne</p>",Paris,,75007,2025-09-20T08:00:00+00:00,2025-09-21T16:00:00+00:00,"Titre: Découverte de l'Hôtel de Clermont
Lieu: Paris (nan)
Date: du 2025-09-20T08:00:00+00:00 au 2025-09-21T16:00:00+00:00
Description: L’Hôtel de Clermont est l’un des plus anciens hôtels particuliers du « Noble Faubourg », quartier qui naît au début du XVIIIe siècle sur les terres de l’abbaye de Saint-Germain-des-Prés, près des Invalides. Joyau architectural édifié à partir de 1708 par Alexandre Le Blond pour la comtesse de Clermont-Lodève, il accueille dans la seconde partie du XVIIIe siècle la collection d’art du comte Grimod d’Orsay, une des plus belles jamais réalisées. Largement remanié sous le 2nd Empire par l’architecte Louis Visconti, futur créateur du tombeau de Napoléon aux Invalides, l’hôtel sera réquisitionné par l’État en novembre 1944 puis acquis auprès de la famille Costa de Beauregard en 1947. Il accueille depuis des services de l’État. Il est aujourd’hui le siège du ministère des Relations avec le Parlement et de la Participation citoyenne.
Accès: M13 Varenne"
11092257,Visite guidée de La Ruche Cité d'artistes,Visite commentée,"<h2><strong>Visite commentée de La Ruche, cité d'artistes</strong></h2>
<p>Le parcours comprend la visite de la Rotonde, bâtiment emblématique de La Ruche, les jardins et l'exposition collective des artistes de La Ruche</p>",Paris,Paris,75015,2025-09-20T07:30:00+00:00,2025-09-21T16:30:00+00:00,"Titre: Visite guidée de La Ruche Cité d'artistes
Lieu: Paris (Paris)
Date: du 2025-09-20T07:30:00+00:00 au 2025-09-21T16:30:00+00:00
Description: <h2><strong>Visite commentée de La Ruche, cité d'artistes</strong></h2>
Le parcours comprend la visite de la Rotonde, bâtiment emblématique de La Ruche, les jardins et l'exposition collective des artistes de La Ruche"
38953454,Visite guidée des ateliers de Maison Poursin,Visite commentée,"<p>Visite de la manufacture Maison Poursin et de ses ateliers. Le public découvrira également des pièces de collection, d'anciens catalogues et ce lieu magique imprégné d'histoire.</p>",Paris,Paris,75010,2025-09-20T14:00:00+00:00,2025-09-21T14:00:00+00:00,"Titre: Visite guidée des ateliers de Maison Poursin
Lieu: Paris (Paris)
Date: du 2025-09-20T14:00:00+00:00 au 2025-09-21T14:00:00+00:00
Description: Visite de la manufacture Maison Poursin et de ses ateliers. Le public découvrira également des pièces de collection, d'anciens catalogues et ce lieu magique imprégné d'histoire."
40871069,Visite des trois musées de la Bibliothèque Polonaise de Paris,Visite libre,"<p>Le <strong>Musée Adam Mickiewicz</strong> présente la vie et l’œuvre d’Adam Mickiewicz (1798-1855), le plus grand poète romantique polonais. Il a été créé par son fils Władysław en 1903. Mickiewicz est aux Polonais ce que Goethe est aux Allemands : symbole de l’identité nationale et de l’unité culturelle. Émigré politique, pèlerin de la liberté, il a passé une grande partie de sa vie à Paris où il noua d’illustres amitiés et professa avec éclat au Collège de France. Pour les Européens d’aujourd’hui, Mickiewicz est parmi les premiers visionnaires de l’Europe unie.</p>
<p>Le <strong>Salon Chopin</strong> est le seul lieu en France consacré au plus grand compositeur polonais, Frédéric Chopin (1810 – 1849). Exilé à Paris en 1831, Chopin y résidera jusqu’à sa mort. Il y sera le pianiste légendaire du Salon Pleyel, le compositeur des célèbres polonaises, mazurkas, ballades et valses, et aussi le pédagogue le plus admiré de Paris, capitale européenne du romantisme.</p>
<p>Le <strong>Musée Boleslas Biegas</strong>, inauguré par la SHLP avec le soutien de MM. Guido Biazzi et Claude Kechichian, présente un choix des collections provenant du legs Boleslas Biegas (1877 – 1954), artiste sculpteur, peintre et auteur dramatique d’origine polonaise, lié au mouvement de la Sécession viennoise, qui depuis 1901 vécût à Paris entouré par des amis du milieu symboliste du cercle de « La Plume ». Dans ce musée sont présentées les œuvres de Biegas, dont les sculptures furent plus cotées que celles de Rodin, aussi celles d’autres artistes polonais du XIXe et XXe siècles.</p>
<p>© Bibliothèque Polonaise de Paris</p>",Paris,Paris,75004,2025-09-20T12:00:00+00:00,2025-09-20T19:00:00+00:00,"Titre: Visite des trois musées de la Bibliothèque Polonaise de Paris
Lieu: Paris (Paris)
Date: du 2025-09-20T12:00:00+00:00 au 2025-09-20T19:00:00+00:00
Description: Le <strong>Musée Adam Mickiewicz</strong> présente la vie et l’œuvre d’Adam Mickiewicz (1798-1855), le plus grand poète romantique polonais. Il a été créé par son fils Władysław en 1903. Mickiewicz est aux Polonais ce que Goethe est aux Allemands : symbole de l’identité nationale et de l’unité culturelle. Émigré politique, pèlerin de la liberté, il a passé une grande partie de sa vie à Paris où il noua d’illustres amitiés et professa avec éclat au Collège de France. Pour les Européens d’aujourd’hui, Mickiewicz est parmi les premiers visionnaires de l’Europe unie.
Le <strong>Salon Chopin</strong> est le seul lieu en France consacré au plus grand compositeur polonais, Frédéric Chopin (1810 – 1849). Exilé à Paris en 1831, Chopin y résidera jusqu’à sa mort. Il y sera le pianiste légendaire du Salon Pleyel, le compositeur des célèbres polonaises, mazurkas, ballades et valses, et aussi le pédagogue le plus admiré de Paris, capitale européenne du romantisme.
Le <strong>Musée Boleslas Biegas</strong>, inauguré par la SHLP avec le soutien de MM. Guido Biazzi et Claude Kechichian, présente un choix des collections provenant du legs Boleslas Biegas (1877 – 1954), artiste sculpteur, peintre et auteur dramatique d’origine polonaise, lié au mouvement de la Sécession viennoise, qui depuis 1901 vécût à Paris entouré par des amis du milieu symboliste du cercle de « La Plume ». Dans ce musée sont présentées les œuvres de Biegas, dont les sculptures furent plus cotées que celles de Rodin, aussi celles d’autres artistes polonais du XIXe et XXe siècles.
© Bibliothèque Polonaise de Paris"
57145522,Projection de documentaires,Projection de documentaires,<p>Il sera proposé la diffusion de documentaires le samedi 20 et dimanche 21 septembre 2025 à partir de 17 heures 00.<br>Venez nombreux !</p>,Paris,Paris,75019,2025-09-20T15:00:00+00:00,2025-09-21T16:00:00+00:00,"Titre: Projection de documentaires
Lieu: Paris (Paris)
Date: du 2025-09-20T15:00:00+00:00 au 2025-09-21T16:00:00+00:00
Description: Il sera proposé la diffusion de documentaires le samedi 20 et dimanche 21 septembre 2025 à partir de 17 heures 00.
Venez nombreux !"
65550398,À la découverte d'une église Jésuite parisienne,Visite commentée,"<p>Quasi invisible depuis la rue, Saint-Ignace est la chapelle des jésuites à Paris. Construite en 1855, elle s'est embellie des Verres de Lumières lors de sa rénovation en 2018.<br>Nous vous proposons une visite guidée d'environ 30-45 min, durant laquelle vous pourrez découvrir ses chapelles ornées de fresques sur l'histoire des jésuites, l'aménagement particulier du choeur ainsi que les Verres de Lumières faisant écho à l'héritage de Saint-Ignace, fondateur de la Compagnie.</p>",Paris,Paris,75006,2025-09-20T12:30:00+00:00,2025-09-21T13:15:00+00:00,"Titre: À la découverte d'une église Jésuite parisienne
Lieu: Paris (Paris)
Date: du 2025-09-20T12:30:00+00:00 au 2025-09-21T13:15:00+00:00
Description: Quasi invisible depuis la rue, Saint-Ignace est la chapelle des jésuites à Paris. Construite en 1855, elle s'est embellie des Verres de Lumières lors de sa rénovation en 2018.
Nous vous proposons une visite guidée d'environ 30-45 min, durant laquelle vous pourrez découvrir ses chapelles ornées de fresques sur l'histoire des jésuites, l'aménagement particulier du choeur ainsi que les Verres de Lumières faisant écho à l'héritage de Saint-Ignace, fondateur de la Compagnie."
68257415,Présentation de métiers par les équipes de l’Institut national d’histoire de l’art,"L’ouverture exceptionnelle de la bibliothèque de l’Institut national d’histoire de l’art lors des Journées européennes du patrimoine, est l’occasion pour les personnels présents, qu’ils soient conser…","<p>L’ouverture exceptionnelle de la bibliothèque de l’Institut national d’histoire de l’art lors des Journées européennes du patrimoine, est l’occasion pour les personnels présents, qu’ils soient conservateurs, magasiniers, restaurateurs, chercheurs de parler de leurs métiers et d’expliquer comment fonctionne la bibliothèque au public.</p>",Paris,Paris,75002,2025-09-20T12:00:00+00:00,2025-09-20T15:00:00+00:00,"Titre: Présentation de métiers par les équipes de l’Institut national d’histoire de l’art
Lieu: Paris (Paris)
Date: du 2025-09-20T12:00:00+00:00 au 2025-09-20T15:00:00+00:00
Description: L’ouverture exceptionnelle de la bibliothèque de l’Institut national d’histoire de l’art lors des Journées européennes du patrimoine, est l’occasion pour les personnels présents, qu’ils soient conservateurs, magasiniers, restaurateurs, chercheurs de parler de leurs métiers et d’expliquer comment fonctionne la bibliothèque au public."
99375970,"""Défense d'ignorer"". Le patrimoine architectural dans les collections de l’INHA.",Exposition : collections permanentes de l'INHA,"<p>La prise de conscience de la valeur du patrimoine architectural est indissociable de l’expérience de la perte. Dès le rapport de l’abbé Grégoire sur le vandalisme, présenté en 1793 à la Convention nationale, émerge en France le double devoir des acteurs du patrimoine : recenser et éduquer. Les collections anciennes et contemporaines de l’INHA dialoguent et montrent, sur toute la surface du globe et dans le temps long de l’Histoire, le destin de monuments sauvés, restaurés, malmenés ou détruits, et les multiples conflits de valeurs à l’œuvre, qui suscitent débats et polémiques.<br>Les riches archives de la bibliothèque témoignent aussi de l’engagement des historiens de l’art et des professionnels du patrimoine qui de Prosper Mérimée à André Chastel ont souvent mené de front études scientifiques et engagements politiques pour la sauvegarde des chefs d’œuvres de l’architecture. Car si les moyens diffèrent, leurs efforts poursuivent in fine un même but, qui est aussi celui de l’INHA : faire connaître !</p>",Paris,Paris,75002,2025-09-20T08:00:00+00:00,2025-09-21T16:00:00+00:00,"Titre: ""Défense d'ignorer"". Le patrimoine architectural dans les collections de l’INHA.
Lieu: Paris (Paris)
Date: du 2025-09-20T08:00:00+00:00 au 2025-09-21T16:00:00+00:00
Description: La prise de conscience de la valeur du patrimoine architectural est indissociable de l’expérience de la perte. Dès le rapport de l’abbé Grégoire sur le vandalisme, présenté en 1793 à la Convention nationale, émerge en France le double devoir des acteurs du patrimoine : recenser et éduquer. Les collections anciennes et contemporaines de l’INHA dialoguent et montrent, sur toute la surface du globe et dans le temps long de l’Histoire, le destin de monuments sauvés, restaurés, malmenés ou détruits, et les multiples conflits de valeurs à l’œuvre, qui suscitent débats et polémiques.
Les riches archives de la bibliothèque témoignent aussi de l’engagement des historiens de l’art et des professionnels du patrimoine qui de Prosper Mérimée à André Chastel ont souvent mené de front études scientifiques et engagements politiques pour la sauvegarde des chefs d’œuvres de l’architecture. Car si les moyens diffèrent, leurs efforts poursuivent in fine un même but, qui est aussi celui de l’INHA : faire connaître !"
12865803,"Les brigades centrales de la préfecture de Police, pierres angulaires de la police judiciaire","Exposition ""Les brigades centrales de la préfecture de Police, pierres angulaires de la police judiciaire""","<p>À l’occasion du 60e anniversaire de la création de la BRI et du 50e anniversaire de la création de la BRB, le musée de la préfecture de Police met en avant les sept brigades centrales de la préfecture de Police à travers une nouvelle exposition temporaire. Venez découvrir comment les problèmes de société majeurs, comme ceux liés aux drogues, au proxénétisme, à la grande criminalité, à la gestion des condamnés en milieu ouvert ont conduit la police parisienne à s’adapter en créant des brigades spécialisées dans ces domaines particulièrement sensibles.</p>",Paris,Paris,75005,2025-09-20T09:00:00+00:00,2025-09-21T10:00:00+00:00,"Titre: Les brigades centrales de la préfecture de Police, pierres angulaires de la police judiciaire
Lieu: Paris (Paris)
Date: du 2025-09-20T09:00:00+00:00 au 2025-09-21T10:00:00+00:00
Description: À l’occasion du 60e anniversaire de la création de la BRI et du 50e anniversaire de la création de la BRB, le musée de la préfecture de Police met en avant les sept brigades centrales de la préfecture de Police à travers une nouvelle exposition temporaire. Venez découvrir comment les problèmes de société majeurs, comme ceux liés aux drogues, au proxénétisme, à la grande criminalité, à la gestion des condamnés en milieu ouvert ont conduit la police parisienne à s’adapter en créant des brigades spécialisées dans ces domaines particulièrement sensibles."
81651629,Conférence sur l'architecture foraine,Conférence,"<p>Cette conférence scientifique vous propose de découvrir l'architecture des constructions foraines s'appuyant sur une diffusion d'images d’illustrations anciennes et d'objets de la collection des Pavillons de Bercy.<br>Nomades par définition, les forains n’en sont pas moins de grands bâtisseurs. Chaque champ de foire présente de multiples constructions : baraques, stands, habitations, toutes démontables et transportables. À la Belle Epoque, les carrousels-salons, grands bâtiments nomades qui abritent orgue, buvette et bien entendu manège, se construisent sur les fêtes foraines, démontrant le savoir-faire des artisans forains.<br>Attention, cette conférence ne comprend pas une visite des espaces du musée.</p>",Paris,Paris,75012,2025-09-19T15:30:00+00:00,2025-09-19T16:30:00+00:00,"Titre: Conférence sur l'architecture foraine
Lieu: Paris (Paris)
Date: du 2025-09-19T15:30:00+00:00 au 2025-09-19T16:30:00+00:00
Description: Cette conférence scientifique vous propose de découvrir l'architecture des constructions foraines s'appuyant sur une diffusion d'images d’illustrations anciennes et d'objets de la collection des Pavillons de Bercy.
Nomades par définition, les forains n’en sont pas moins de grands bâtisseurs. Chaque champ de foire présente de multiples constructions : baraques, stands, habitations, toutes démontables et transportables. À la Belle Epoque, les carrousels-salons, grands bâtiments nomades qui abritent orgue, buvette et bien entendu manège, se construisent sur les fêtes foraines, démontrant le savoir-faire des artisans forains.
Attention, cette conférence ne comprend pas une visite des espaces du musée."
96675020,Atelier Parole de commissaire-priseur : Paris Mon Amour,Atelier,"<h2>Atelier Parole de commissaire-priseur : Paris Mon Amour</h2>
<p><strong>Maison de vente</strong> : Lucien Paris<br><strong>Intervenant</strong> : Christophe Lucien, commissaire-priseur</p>
<h3>L'Hôtel Drouot :</h3>
<p>L'Hôtel Drouot sera ouvert les 20 et 21 septembre de 11h à 18h, en entrée libre, et proposera une sélection particulièrement séduisante d'expositions et de ventes aux enchères : pas moins de six collections et des spécialités aussi passionnantes que les arts premiers africains, les objets liés aux expositions universelles, la statuaire haute époque ou plus grand public, telles la joaillerie, le vin ou la japanimation.<br>En point d'orgue, les visiteurs pourront admirer, avant sa vente en novembre, un chef d'œuvre exceptionnel du maître bolonais Guido Reni, <em>David contemplant la tête de Goliath</em>, récemment redécouvert par les maisons de vente Millon et Artcurial et le cabinet d'expertise Turquin.<br>De multiples opportunités de découvrir notre institution mythique en fêtant les Journées européennes du patrimoine.</p>
<h3>La visite :</h3>
<p>Pour sa quinzième édition, la vente Paris Mon Amour célèbrera la capitale et son patrimoine incomparable à travers la superbe collection réunie pendant 35 ans par François Peyrat, consacrée à la plus belle et la plus visitée des Expositions Universelles, celle de 1900 : objets décoratifs, maquettes, affiches, photographies, livres et souvenirs en témoignent. À ces trésors s’ajouteront un important ensemble de mobilier urbain de la seconde moitié du XIXe siècle et de la Belle Époque provenant de diverses collections parisiennes : fontaines, bancs, corbeilles, bornes de taxis, panneaux de signalisation urbaine... et même une colonne Morris. S’y ajouteront des éléments de décor du métro, de cafés, restaurants, commerces..., ainsi qu'une sélection d’œuvres d’art évoquant la Ville Lumière.<br>Un hommage vibrant à la plus belle capitale du monde !</p>",Paris,Paris,75009,2025-09-20T13:00:00+00:00,2025-09-21T15:30:00+00:00,"Titre: Atelier Parole de commissaire-priseur : Paris Mon Amour
Lieu: Paris (Paris)
Date: du 2025-09-20T13:00:00+00:00 au 2025-09-21T15:30:00+00:00
Description: <h2>Atelier Parole de commissaire-priseur : Paris Mon Amour</h2>
<strong>Maison de vente</strong> : Lucien Paris
<strong>Intervenant</strong> : Christophe Lucien, commissaire-priseur
<h3>L'Hôtel Drouot :</h3>
L'Hôtel Drouot sera ouvert les 20 et 21 septembre de 11h à 18h, en entrée libre, et proposera une sélection particulièrement séduisante d'expositions et de ventes aux enchères : pas moins de six collections et des spécialités aussi passionnantes que les arts premiers africains, les objets liés aux expositions universelles, la statuaire haute époque ou plus grand public, telles la joaillerie, le vin ou la japanimation.
En point d'orgue, les visiteurs pourront admirer, avant sa vente en novembre, un chef d'œuvre exceptionnel du maître bolonais Guido Reni, <em>David contemplant la tête de Goliath</em>, récemment redécouvert par les maisons de vente Millon et Artcurial et le cabinet d'expertise Turquin.
De multiples opportunités de découvrir notre institution mythique en fêtant les Journées européennes du patrimoine.
<h3>La visite :</h3>
Pour sa quinzième édition, la vente Paris Mon Amour célèbrera la capitale et son patrimoine incomparable à travers la superbe collection réunie pendant 35 ans par François Peyrat, consacrée à la plus belle et la plus visitée des Expositions Universelles, celle de 1900 : objets décoratifs, maquettes, affiches, photographies, livres et souvenirs en témoignent. À ces trésors s’ajouteront un important ensemble de mobilier urbain de la seconde moitié du XIXe siècle et de la Belle Époque provenant de diverses collections parisiennes : fontaines, bancs, corbeilles, bornes de taxis, panneaux de signalisation urbaine... et même une colonne Morris. S’y ajouteront des éléments de décor du métro, de cafés, restaurants, commerces..., ainsi qu'une sélection d’œuvres d’art évoquant la Ville Lumière.
Un hommage vibrant à la plus belle capitale du monde !"
